month	total_price_paid_at_TC_prod_id
1	0.1460695535887821
2	0.14646553323892583
3	0.1441721969803053
4	0.14414341892353338
5	0.14412436390289182
6	0.14791195533433896
7	0.14986278879714565
8	0.148611034998096
9	0.14992425233648538
10	0.14728107571727125
11	0.1517555973137889
12	0.14829089864202322
